benchmark,bucket,bucket_size,contact_failure_rate,energy_quantile_high,energy_quantile_low,invalid_rate,is_extreme_low_energy_tail,mean_energy,mean_real_utility,model,seed,success_rate,support_distance,task,training_source
metaworld,13,2,0.0,0.7,0.65,1.0,False,3.308323383331299,5.304200557035061,high_reward_ablation,1,1.0,0.02447194174800712,push-v3,high_reward_ablation
metaworld,14,2,0.0,0.75,0.7,0.0,False,3.4960947036743164,5.420017160034673,high_reward_ablation,1,1.0,0.023958069264724956,push-v3,high_reward_ablation
metaworld,15,2,0.0,0.8,0.75,0.5,False,3.6282429695129395,5.359229883914407,high_reward_ablation,1,1.0,0.023472374519313683,push-v3,high_reward_ablation
metaworld,16,2,0.0,0.85,0.8,0.5,False,3.745023727416992,5.415148273044268,high_reward_ablation,1,1.0,0.02356707199834835,push-v3,high_reward_ablation
metaworld,17,2,0.0,0.9,0.85,1.0,False,3.8290477991104126,5.37039169362864,high_reward_ablation,1,1.0,0.024244736638565918,push-v3,high_reward_ablation
metaworld,18,2,0.0,0.95,0.9,0.5,False,3.8599363565444946,5.365112053371834,high_reward_ablation,1,1.0,0.024273938830854103,push-v3,high_reward_ablation
metaworld,19,2,0.0,1.0,0.95,0.0,False,3.8907277584075928,5.432217340331445,high_reward_ablation,1,1.0,0.024175423087442256,push-v3,high_reward_ablation
metaworld,0,3,0.0,0.05,0.0,0.0,True,-5.613329114356067,5.613344503925298,expert_calibrated,1,1.0,0.025756224146683566,push-v3,small_pilot_labels
metaworld,1,3,0.0,0.1,0.05,0.0,False,-5.60390239019329,5.603916986939114,expert_calibrated,1,1.0,0.026763194195340855,push-v3,small_pilot_labels
metaworld,2,3,0.0,0.15,0.1,0.0,False,-5.5817701896301175,5.581778284754108,expert_calibrated,1,1.0,0.02985770659312258,push-v3,small_pilot_labels
metaworld,3,3,0.0,0.2,0.15,0.0,False,-5.514856612166134,5.514863480745877,expert_calibrated,1,1.0,0.023306306670622293,push-v3,small_pilot_labels
metaworld,4,3,0.0,0.25,0.2,0.0,False,-5.511910459736746,5.511913312620709,expert_calibrated,1,1.0,0.025732088372969208,push-v3,small_pilot_labels
metaworld,5,3,0.0,0.3,0.25,0.0,False,-5.509327962642364,5.509330603999957,expert_calibrated,1,1.0,0.025363679394012805,push-v3,small_pilot_labels
metaworld,6,3,0.0,0.35,0.3,0.0,False,-5.504116985066113,5.504115636509572,expert_calibrated,1,1.0,0.026589854135672053,push-v3,small_pilot_labels
metaworld,7,3,0.0,0.4,0.35,0.0,False,-5.4891558161431915,5.489151173661464,expert_calibrated,1,1.0,0.029845935755485515,push-v3,small_pilot_labels
metaworld,8,2,0.0,0.45,0.4,0.0,False,-5.474252637086243,5.474244381642147,expert_calibrated,1,1.0,0.03023177170250998,push-v3,small_pilot_labels
metaworld,9,2,0.0,0.5,0.45,0.0,False,-5.46186597999443,5.461855122846589,expert_calibrated,1,1.0,0.03070470607089553,push-v3,small_pilot_labels
metaworld,10,2,0.0,0.55,0.5,0.0,False,-5.453120122221499,5.453113614734949,expert_calibrated,1,1.0,0.027389696216507706,push-v3,small_pilot_labels
metaworld,11,2,0.0,0.6,0.55,0.0,False,-5.4361922289616285,5.436183246268094,expert_calibrated,1,1.0,0.027215981203879212,push-v3,small_pilot_labels
metaworld,12,2,0.0,0.65,0.6,0.0,False,-5.415083179692501,5.415077887789227,expert_calibrated,1,1.0,0.023420572200063466,push-v3,small_pilot_labels
metaworld,13,2,0.0,0.7,0.65,0.0,False,-5.413939917300608,5.413933028407131,expert_calibrated,1,1.0,0.024286236915750617,push-v3,small_pilot_labels
metaworld,14,2,0.0,0.75,0.7,1.0,False,-5.408667299378676,5.4086829918997505,expert_calibrated,1,1.0,0.024411459412830207,push-v3,small_pilot_labels
metaworld,15,2,0.0,0.8,0.75,1.0,False,-5.402382385529907,5.402385587032358,expert_calibrated,1,1.0,0.027847467733399064,push-v3,small_pilot_labels
metaworld,16,2,0.0,0.85,0.8,1.0,False,-5.349248122821596,5.34925008347491,expert_calibrated,1,1.0,0.027433138429284153,push-v3,small_pilot_labels
metaworld,17,2,0.0,0.9,0.85,1.0,False,-5.315939476685496,5.315942820661532,expert_calibrated,1,1.0,0.024269385960417625,push-v3,small_pilot_labels
metaworld,18,2,0.0,0.95,0.9,1.0,False,-5.258934470865127,5.258927281174794,expert_calibrated,1,1.0,0.024354835862031063,push-v3,small_pilot_labels
metaworld,19,2,0.0,1.0,0.95,1.0,False,-5.208727426704721,5.208715099315944,expert_calibrated,1,1.0,0.024305248902007436,push-v3,small_pilot_labels
metaworld,0,3,0.0,0.05,0.0,0.0,True,-5.613344503925298,5.613344503925298,oracle,1,1.0,0.025756224146683566,push-v3,upper_bound
metaworld,1,3,0.0,0.1,0.05,0.0,False,-5.603916986939114,5.603916986939114,oracle,1,1.0,0.026763194195340855,push-v3,upper_bound
metaworld,2,3,0.0,0.15,0.1,0.0,False,-5.581778284754108,5.581778284754108,oracle,1,1.0,0.02985770659312258,push-v3,upper_bound
metaworld,3,3,0.0,0.2,0.15,0.0,False,-5.514863480745877,5.514863480745877,oracle,1,1.0,0.023306306670622293,push-v3,upper_bound
metaworld,4,3,0.0,0.25,0.2,0.0,False,-5.511913312620709,5.511913312620709,oracle,1,1.0,0.025732088372969208,push-v3,upper_bound
metaworld,5,3,0.0,0.3,0.25,0.0,False,-5.509330603999957,5.509330603999957,oracle,1,1.0,0.025363679394012805,push-v3,upper_bound
metaworld,6,3,0.0,0.35,0.3,0.0,False,-5.504115636509572,5.504115636509572,oracle,1,1.0,0.026589854135672053,push-v3,upper_bound
metaworld,7,3,0.0,0.4,0.35,0.0,False,-5.489151173661464,5.489151173661464,oracle,1,1.0,0.029845935755485515,push-v3,upper_bound
metaworld,8,2,0.0,0.45,0.4,0.0,False,-5.474244381642147,5.474244381642147,oracle,1,1.0,0.03023177170250998,push-v3,upper_bound
metaworld,9,2,0.0,0.5,0.45,0.0,False,-5.461855122846589,5.461855122846589,oracle,1,1.0,0.03070470607089553,push-v3,upper_bound
metaworld,10,2,0.0,0.55,0.5,0.0,False,-5.453113614734949,5.453113614734949,oracle,1,1.0,0.027389696216507706,push-v3,upper_bound
metaworld,11,2,0.0,0.6,0.55,0.0,False,-5.436183246268094,5.436183246268094,oracle,1,1.0,0.027215981203879212,push-v3,upper_bound
metaworld,12,2,0.0,0.65,0.6,0.0,False,-5.415077887789227,5.415077887789227,oracle,1,1.0,0.023420572200063466,push-v3,upper_bound
metaworld,13,2,0.0,0.7,0.65,0.0,False,-5.413933028407131,5.413933028407131,oracle,1,1.0,0.024286236915750617,push-v3,upper_bound
metaworld,14,2,0.0,0.75,0.7,1.0,False,-5.4086829918997505,5.4086829918997505,oracle,1,1.0,0.024411459412830207,push-v3,upper_bound
metaworld,15,2,0.0,0.8,0.75,1.0,False,-5.402385587032358,5.402385587032358,oracle,1,1.0,0.027847467733399064,push-v3,upper_bound
metaworld,16,2,0.0,0.85,0.8,1.0,False,-5.34925008347491,5.34925008347491,oracle,1,1.0,0.027433138429284153,push-v3,upper_bound
metaworld,17,2,0.0,0.9,0.85,1.0,False,-5.315942820661532,5.315942820661532,oracle,1,1.0,0.024269385960417625,push-v3,upper_bound
metaworld,18,2,0.0,0.95,0.9,1.0,False,-5.258927281174794,5.258927281174794,oracle,1,1.0,0.024354835862031063,push-v3,upper_bound
metaworld,19,2,0.0,1.0,0.95,1.0,False,-5.208715099315944,5.208715099315944,oracle,1,1.0,0.024305248902007436,push-v3,upper_bound
metaworld,0,3,0.0,0.05,0.0,0.3333333333333333,True,-7.323265075683594,5.576682992285132,expert_ibc,2,1.0,0.015550086559154316,push-v3,scripted_expert
metaworld,1,3,0.0,0.1,0.05,0.0,False,-6.734755039215088,5.648852142373079,expert_ibc,2,1.0,0.01740667420917917,push-v3,scripted_expert
metaworld,2,3,0.0,0.15,0.1,0.0,False,-6.165198644002278,5.625794097100816,expert_ibc,2,1.0,0.015222325562657646,push-v3,scripted_expert
metaworld,3,3,0.0,0.2,0.15,0.3333333333333333,False,-5.309252580006917,5.570154471118546,expert_ibc,2,1.0,0.013080575833765484,push-v3,scripted_expert
metaworld,4,3,0.0,0.25,0.2,0.3333333333333333,False,-4.19671106338501,5.609475581008845,expert_ibc,2,1.0,0.015503151734423355,push-v3,scripted_expert
metaworld,5,3,0.0,0.3,0.25,0.3333333333333333,False,-3.3213961124420166,5.588206928556418,expert_ibc,2,1.0,0.013781959244194725,push-v3,scripted_expert
metaworld,6,3,0.0,0.35,0.3,0.0,False,-2.671316305796305,5.627234709172785,expert_ibc,2,1.0,0.015357321864490207,push-v3,scripted_expert
metaworld,7,3,0.0,0.4,0.35,0.3333333333333333,False,-1.2291393280029297,5.5232052009756485,expert_ibc,2,1.0,0.0140107412720848,push-v3,scripted_expert
metaworld,8,2,0.0,0.45,0.4,0.0,False,-0.45724740624427795,5.54745038954294,expert_ibc,2,1.0,0.01391882486906438,push-v3,scripted_expert
metaworld,9,2,0.0,0.5,0.45,0.0,False,0.7256289571523666,5.75172104738082,expert_ibc,2,1.0,0.01838250159757067,push-v3,scripted_expert
metaworld,10,2,0.0,0.55,0.5,0.5,False,1.6752482652664185,5.60218837908857,expert_ibc,2,1.0,0.015861492849665506,push-v3,scripted_expert
metaworld,11,2,0.0,0.6,0.55,0.5,False,3.7128084897994995,5.595313139967789,expert_ibc,2,1.0,0.01654430221465833,push-v3,scripted_expert
metaworld,12,2,0.0,0.65,0.6,0.0,False,5.667191028594971,5.7192529255442395,expert_ibc,2,1.0,0.016276362487295692,push-v3,scripted_expert
metaworld,13,2,0.0,0.7,0.65,0.5,False,7.132097244262695,5.569155795885985,expert_ibc,2,1.0,0.012406203365011671,push-v3,scripted_expert
metaworld,14,2,0.0,0.75,0.7,0.0,False,7.775908708572388,5.647957135139917,expert_ibc,2,1.0,0.019851449414274747,push-v3,scripted_expert
metaworld,15,2,0.0,0.8,0.75,0.5,False,9.563183307647705,5.564551511814988,expert_ibc,2,1.0,0.012939853125426181,push-v3,scripted_expert
metaworld,16,2,0.0,0.85,0.8,0.5,False,12.046308517456055,5.546248727777963,expert_ibc,2,1.0,0.01661683822587402,push-v3,scripted_expert
metaworld,17,2,0.0,0.9,0.85,0.5,False,16.31435537338257,5.524497899803526,expert_ibc,2,1.0,0.016415383005483074,push-v3,scripted_expert
metaworld,18,2,0.0,0.95,0.9,0.0,False,17.6927547454834,5.672250829903689,expert_ibc,2,1.0,0.013181185606430107,push-v3,scripted_expert
metaworld,19,2,0.0,1.0,0.95,0.5,False,26.17106056213379,5.49244329746542,expert_ibc,2,1.0,0.016801044877921376,push-v3,scripted_expert
metaworld,0,3,0.0,0.05,0.0,0.6666666666666666,True,-0.8359925746917725,5.496290068791566,high_reward_ablation,2,1.0,0.013339589040210154,push-v3,high_reward_ablation
metaworld,1,3,0.0,0.1,0.05,0.6666666666666666,False,-0.5039186875025431,5.526895063831469,high_reward_ablation,2,1.0,0.01575652642831271,push-v3,high_reward_ablation
metaworld,2,3,0.0,0.15,0.1,0.6666666666666666,False,-0.3489604393641154,5.560094801063627,high_reward_ablation,2,1.0,0.015378934056392258,push-v3,high_reward_ablation
metaworld,3,3,0.0,0.2,0.15,0.6666666666666666,False,-0.24639415244261423,5.527807926356016,high_reward_ablation,2,1.0,0.015164214909130641,push-v3,high_reward_ablation
metaworld,4,3,0.0,0.25,0.2,0.3333333333333333,False,-0.15378121534983316,5.57047965147066,high_reward_ablation,2,1.0,0.013112878436608738,push-v3,high_reward_ablation
metaworld,5,3,0.0,0.3,0.25,0.3333333333333333,False,-0.050758382926384606,5.55687317122036,high_reward_ablation,2,1.0,0.013395372976160355,push-v3,high_reward_ablation
metaworld,6,3,0.0,0.35,0.3,0.3333333333333333,False,0.018020518124103546,5.635384691941034,high_reward_ablation,2,1.0,0.016902336793008583,push-v3,high_reward_ablation
metaworld,7,3,0.0,0.4,0.35,0.3333333333333333,False,0.10094484190146129,5.61586075227359,high_reward_ablation,2,1.0,0.017418657845665594,push-v3,high_reward_ablation
metaworld,8,2,0.0,0.45,0.4,0.0,False,0.1485394909977913,5.651144036855127,high_reward_ablation,2,1.0,0.012873470110528955,push-v3,high_reward_ablation
metaworld,9,2,0.0,0.5,0.45,0.0,False,0.22833508253097534,5.621964741817548,high_reward_ablation,2,1.0,0.01645518812687955,push-v3,high_reward_ablation
metaworld,10,2,0.0,0.55,0.5,0.0,False,0.30879300832748413,5.665848982743039,high_reward_ablation,2,1.0,0.016633032205611305,push-v3,high_reward_ablation
metaworld,11,2,0.0,0.6,0.55,0.0,False,0.3904953747987747,5.701990285317877,high_reward_ablation,2,1.0,0.018680787203901122,push-v3,high_reward_ablation
metaworld,12,2,0.0,0.65,0.6,0.0,False,0.42587997019290924,5.75172104738082,high_reward_ablation,2,1.0,0.01838250159757067,push-v3,high_reward_ablation
metaworld,13,2,0.0,0.7,0.65,0.0,False,0.47212034463882446,5.53950116041692,high_reward_ablation,2,1.0,0.014231519920556112,push-v3,high_reward_ablation
metaworld,14,2,0.0,0.75,0.7,0.0,False,0.5118005573749542,5.567372834588188,high_reward_ablation,2,1.0,0.017451495929570834,push-v3,high_reward_ablation
metaworld,15,2,0.0,0.8,0.75,0.0,False,0.606164813041687,5.6671778573003975,high_reward_ablation,2,1.0,0.017368705434257586,push-v3,high_reward_ablation
metaworld,16,2,0.0,0.85,0.8,0.0,False,0.6808649301528931,5.619439743981255,high_reward_ablation,2,1.0,0.015626726779711084,push-v3,high_reward_ablation
metaworld,17,2,0.0,0.9,0.85,0.0,False,0.8120316565036774,5.637483859342979,high_reward_ablation,2,1.0,0.013816225072221022,push-v3,high_reward_ablation
metaworld,18,2,0.0,0.95,0.9,0.0,False,0.9059545993804932,5.589087989976695,high_reward_ablation,2,1.0,0.013890715720142985,push-v3,high_reward_ablation
metaworld,19,2,0.0,1.0,0.95,0.0,False,1.011973261833191,5.640178533059425,high_reward_ablation,2,1.0,0.012951562229415528,push-v3,high_reward_ablation
metaworld,0,3,0.0,0.05,0.0,0.0,True,-5.7627548024247774,5.762776349488125,expert_calibrated,2,1.0,0.014090992206034254,push-v3,small_pilot_labels
metaworld,1,3,0.0,0.1,0.05,0.0,False,-5.708126090610155,5.708137111432485,expert_calibrated,2,1.0,0.016407579210979868,push-v3,small_pilot_labels
metaworld,2,3,0.0,0.15,0.1,0.0,False,-5.703280407109698,5.703287735201333,expert_calibrated,2,1.0,0.01867575736430596,push-v3,small_pilot_labels
metaworld,3,3,0.0,0.2,0.15,0.0,False,-5.702392737325405,5.702397141911661,expert_calibrated,2,1.0,0.019310560447193443,push-v3,small_pilot_labels
metaworld,4,3,0.0,0.25,0.2,0.0,False,-5.701797701468499,5.701803816510814,expert_calibrated,2,1.0,0.01856256415731136,push-v3,small_pilot_labels
metaworld,5,3,0.0,0.3,0.25,0.0,False,-5.658760207679961,5.658761111068157,expert_calibrated,2,1.0,0.015326147264211804,push-v3,small_pilot_labels
metaworld,6,3,0.0,0.35,0.3,0.0,False,-5.638520631060011,5.638521196259432,expert_calibrated,2,1.0,0.013505644352790737,push-v3,small_pilot_labels
metaworld,7,3,0.0,0.4,0.35,0.0,False,-5.624621426045053,5.624619261364519,expert_calibrated,2,1.0,0.015512733126218306,push-v3,small_pilot_labels
metaworld,8,2,0.0,0.45,0.4,0.0,False,-5.596150644681654,5.596143145571698,expert_calibrated,2,1.0,0.020172492602643206,push-v3,small_pilot_labels
metaworld,9,2,0.0,0.5,0.45,0.0,False,-5.586965133523895,5.586955989414905,expert_calibrated,2,1.0,0.0135163117401941,push-v3,small_pilot_labels
metaworld,10,2,0.0,0.55,0.5,0.0,False,-5.571899858980142,5.571889731118006,expert_calibrated,2,1.0,0.013522496523105136,push-v3,small_pilot_labels
metaworld,11,2,0.0,0.6,0.55,0.0,False,-5.540912582961862,5.540899825900203,expert_calibrated,2,1.0,0.01423051839757649,push-v3,small_pilot_labels
metaworld,12,2,0.0,0.65,0.6,0.0,False,-5.5395106334793764,5.53950116041692,expert_calibrated,2,1.0,0.014231519920556112,push-v3,small_pilot_labels
metaworld,13,2,0.0,0.7,0.65,0.0,False,-5.537545749278916,5.53753312362059,expert_calibrated,2,1.0,0.013993375533690225,push-v3,small_pilot_labels
metaworld,14,2,0.0,0.75,0.7,1.0,False,-5.498288586931828,5.498293794652717,expert_calibrated,2,1.0,0.013290737667394067,push-v3,small_pilot_labels
metaworld,15,2,0.0,0.8,0.75,1.0,False,-5.488692751642782,5.488698065592906,expert_calibrated,2,1.0,0.013519319321787002,push-v3,small_pilot_labels
metaworld,16,2,0.0,0.85,0.8,1.0,False,-5.4875869849548895,5.487591305189316,expert_calibrated,2,1.0,0.013712948204859837,push-v3,small_pilot_labels
metaworld,17,2,0.0,0.9,0.85,1.0,False,-5.486723420647017,5.486725807800353,expert_calibrated,2,1.0,0.013589053599680871,push-v3,small_pilot_labels
metaworld,18,2,0.0,0.95,0.9,1.0,False,-5.415943701938685,5.415938745042196,expert_calibrated,2,1.0,0.014263075992111513,push-v3,small_pilot_labels
metaworld,19,2,0.0,1.0,0.95,1.0,False,-5.386825104410758,5.386813984028153,expert_calibrated,2,1.0,0.01393487936143315,push-v3,small_pilot_labels
metaworld,0,3,0.0,0.05,0.0,0.0,True,-5.762776349488125,5.762776349488125,oracle,2,1.0,0.014090992206034254,push-v3,upper_bound
metaworld,1,3,0.0,0.1,0.05,0.0,False,-5.708137111432485,5.708137111432485,oracle,2,1.0,0.016407579210979868,push-v3,upper_bound
metaworld,2,3,0.0,0.15,0.1,0.0,False,-5.703287735201333,5.703287735201333,oracle,2,1.0,0.01867575736430596,push-v3,upper_bound
metaworld,3,3,0.0,0.2,0.15,0.0,False,-5.702397141911661,5.702397141911661,oracle,2,1.0,0.019310560447193443,push-v3,upper_bound
metaworld,4,3,0.0,0.25,0.2,0.0,False,-5.701803816510814,5.701803816510814,oracle,2,1.0,0.01856256415731136,push-v3,upper_bound
metaworld,5,3,0.0,0.3,0.25,0.0,False,-5.658761111068157,5.658761111068157,oracle,2,1.0,0.015326147264211804,push-v3,upper_bound
metaworld,6,3,0.0,0.35,0.3,0.0,False,-5.638521196259432,5.638521196259432,oracle,2,1.0,0.013505644352790737,push-v3,upper_bound
metaworld,7,3,0.0,0.4,0.35,0.0,False,-5.624619261364519,5.624619261364519,oracle,2,1.0,0.015512733126218306,push-v3,upper_bound
metaworld,8,2,0.0,0.45,0.4,0.0,False,-5.596143145571698,5.596143145571698,oracle,2,1.0,0.020172492602643206,push-v3,upper_bound
metaworld,9,2,0.0,0.5,0.45,0.0,False,-5.586955989414905,5.586955989414905,oracle,2,1.0,0.0135163117401941,push-v3,upper_bound
metaworld,10,2,0.0,0.55,0.5,0.0,False,-5.571889731118006,5.571889731118006,oracle,2,1.0,0.013522496523105136,push-v3,upper_bound
metaworld,11,2,0.0,0.6,0.55,0.0,False,-5.540899825900203,5.540899825900203,oracle,2,1.0,0.01423051839757649,push-v3,upper_bound
metaworld,12,2,0.0,0.65,0.6,0.0,False,-5.53950116041692,5.53950116041692,oracle,2,1.0,0.014231519920556112,push-v3,upper_bound
metaworld,13,2,0.0,0.7,0.65,0.0,False,-5.53753312362059,5.53753312362059,oracle,2,1.0,0.013993375533690225,push-v3,upper_bound
metaworld,14,2,0.0,0.75,0.7,1.0,False,-5.498293794652717,5.498293794652717,oracle,2,1.0,0.013290737667394067,push-v3,upper_bound
metaworld,15,2,0.0,0.8,0.75,1.0,False,-5.488698065592906,5.488698065592906,oracle,2,1.0,0.013519319321787002,push-v3,upper_bound
metaworld,16,2,0.0,0.85,0.8,1.0,False,-5.487591305189316,5.487591305189316,oracle,2,1.0,0.013712948204859837,push-v3,upper_bound
metaworld,17,2,0.0,0.9,0.85,1.0,False,-5.486725807800353,5.486725807800353,oracle,2,1.0,0.013589053599680871,push-v3,upper_bound
metaworld,18,2,0.0,0.95,0.9,1.0,False,-5.415938745042196,5.415938745042196,oracle,2,1.0,0.014263075992111513,push-v3,upper_bound
metaworld,19,2,0.0,1.0,0.95,1.0,False,-5.386813984028153,5.386813984028153,oracle,2,1.0,0.01393487936143315,push-v3,upper_bound
metaworld,0,3,0.0,0.05,0.0,0.0,True,-7.052873293558757,6.158672385021101,expert_ibc,3,1.0,0.008145815914970904,push-v3,scripted_expert
metaworld,1,3,0.0,0.1,0.05,0.0,False,-6.287769158681233,6.126174309693572,expert_ibc,3,1.0,0.008265033808579908,push-v3,scripted_expert
metaworld,2,3,0.0,0.15,0.1,0.6666666666666666,False,-5.01657772064209,5.582730941906685,expert_ibc,3,1.0,0.016218476425780087,push-v3,scripted_expert
metaworld,3,3,0.0,0.2,0.15,0.0,False,-4.779524008433024,5.758986897050549,expert_ibc,3,1.0,0.01274451057758258,push-v3,scripted_expert
metaworld,4,3,0.0,0.25,0.2,0.6666666666666666,False,-3.958986202875773,5.579193637225189,expert_ibc,3,1.0,0.016610136188560415,push-v3,scripted_expert
metaworld,5,3,0.0,0.3,0.25,0.3333333333333333,False,-3.3386390209198,5.761954667682436,expert_ibc,3,1.0,0.013151897551963563,push-v3,scripted_expert
metaworld,6,3,0.0,0.35,0.3,0.0,False,-2.857451836268107,6.0466918941546455,expert_ibc,3,1.0,0.00979890577800793,push-v3,scripted_expert
metaworld,7,3,0.0,0.4,0.35,0.3333333333333333,False,-2.043648600578308,5.8374603819573325,expert_ibc,3,1.0,0.012937785857456965,push-v3,scripted_expert
metaworld,8,2,0.0,0.45,0.4,1.0,False,0.5026826858520508,5.295667862333911,expert_ibc,3,1.0,0.02019025715095201,push-v3,scripted_expert
metaworld,9,2,0.0,0.5,0.45,0.5,False,3.0615569353103638,5.606799843975714,expert_ibc,3,1.0,0.015107202660819857,push-v3,scripted_expert
metaworld,10,2,0.0,0.55,0.5,0.0,False,5.742904901504517,5.75162332841984,expert_ibc,3,1.0,0.012502388906855254,push-v3,scripted_expert
metaworld,11,2,0.0,0.6,0.55,0.0,False,7.56749415397644,6.33256846233313,expert_ibc,3,1.0,0.008794655027205067,push-v3,scripted_expert
metaworld,12,2,0.0,0.65,0.6,0.0,False,10.227655410766602,5.925457982890652,expert_ibc,3,1.0,0.008226407852855052,push-v3,scripted_expert
metaworld,13,2,0.0,0.7,0.65,0.0,False,11.2251558303833,6.009295825258883,expert_ibc,3,1.0,0.00846590277591121,push-v3,scripted_expert
metaworld,14,2,0.0,0.75,0.7,0.0,False,13.825675010681152,5.738479621517887,expert_ibc,3,1.0,0.013942907564724178,push-v3,scripted_expert
metaworld,15,2,0.0,0.8,0.75,0.0,False,14.119158744812012,6.101635200996089,expert_ibc,3,1.0,0.00756620859622747,push-v3,scripted_expert
metaworld,16,2,0.0,0.85,0.8,0.0,False,15.601408004760742,5.894770677883234,expert_ibc,3,1.0,0.008771498891786297,push-v3,scripted_expert
metaworld,17,2,0.0,0.9,0.85,0.5,False,18.010753631591797,5.426130864629797,expert_ibc,3,1.0,0.018466433186508216,push-v3,scripted_expert
metaworld,18,2,0.0,0.95,0.9,0.5,False,21.431899070739746,5.568626437751796,expert_ibc,3,1.0,0.014897807284108262,push-v3,scripted_expert
metaworld,19,2,0.0,1.0,0.95,0.5,False,27.9400053024292,5.519904867551666,expert_ibc,3,1.0,0.014999433995484177,push-v3,scripted_expert
metaworld,0,3,0.0,0.05,0.0,0.0,True,0.1518680900335312,6.050069271730936,high_reward_ablation,3,1.0,0.009830094995503306,push-v3,high_reward_ablation
metaworld,1,3,0.0,0.1,0.05,0.0,False,0.33414003252983093,6.046746262417135,high_reward_ablation,3,1.0,0.009803371281407154,push-v3,high_reward_ablation
metaworld,2,3,0.0,0.15,0.1,0.0,False,0.6275113920370737,5.945905715060199,high_reward_ablation,3,1.0,0.00858352083343748,push-v3,high_reward_ablation
metaworld,3,3,0.0,0.2,0.15,0.0,False,0.7622191111246744,5.93925724538038,high_reward_ablation,3,1.0,0.00889602079445883,push-v3,high_reward_ablation
metaworld,4,3,0.0,0.25,0.2,0.0,False,0.9914230108261108,5.911786859281373,high_reward_ablation,3,1.0,0.008284646077230251,push-v3,high_reward_ablation
metaworld,5,3,0.0,0.3,0.25,0.0,False,2.0295708179473877,5.942373261537798,high_reward_ablation,3,1.0,0.00903528605979818,push-v3,high_reward_ablation
metaworld,6,3,0.0,0.35,0.3,0.0,False,2.7323363622029624,6.067522440886226,high_reward_ablation,3,1.0,0.008336907133184072,push-v3,high_reward_ablation
metaworld,7,3,0.0,0.4,0.35,0.0,False,2.750614325205485,6.117926014520681,high_reward_ablation,3,1.0,0.008443297663772893,push-v3,high_reward_ablation
metaworld,8,2,0.0,0.45,0.4,0.0,False,2.7563772201538086,6.301183103454484,high_reward_ablation,3,1.0,0.008689593846011666,push-v3,high_reward_ablation
metaworld,9,2,0.0,0.5,0.45,0.0,False,2.820026397705078,6.0870132522265195,high_reward_ablation,3,1.0,0.008366031172970734,push-v3,high_reward_ablation
metaworld,10,2,0.0,0.55,0.5,0.0,False,2.883634924888611,6.0190600657230675,high_reward_ablation,3,1.0,0.009171176077944718,push-v3,high_reward_ablation
metaworld,11,2,0.0,0.6,0.55,0.0,False,3.244208574295044,6.109980489754601,high_reward_ablation,3,1.0,0.008421952966349861,push-v3,high_reward_ablation
metaworld,12,2,0.0,0.65,0.6,1.0,False,4.2168474197387695,5.351162394088604,high_reward_ablation,3,1.0,0.020041410046963297,push-v3,high_reward_ablation
metaworld,13,2,0.0,0.7,0.65,0.0,False,4.300836563110352,5.482272410798879,high_reward_ablation,3,1.0,0.01878994417169105,push-v3,high_reward_ablation
metaworld,14,2,0.0,0.75,0.7,1.0,False,4.3148393630981445,5.400962819414605,high_reward_ablation,3,1.0,0.020005278728377394,push-v3,high_reward_ablation
metaworld,15,2,0.0,0.8,0.75,1.0,False,4.36996865272522,5.339615435955301,high_reward_ablation,3,1.0,0.020185088798355955,push-v3,high_reward_ablation
metaworld,16,2,0.0,0.85,0.8,1.0,False,4.427008152008057,5.289398765524339,high_reward_ablation,3,1.0,0.019813693617286247,push-v3,high_reward_ablation
metaworld,17,2,0.0,0.9,0.85,1.0,False,4.493588924407959,5.289333537053295,high_reward_ablation,3,1.0,0.02028192355315066,push-v3,high_reward_ablation
metaworld,18,2,0.0,0.95,0.9,0.0,False,4.661401987075806,5.506478066133684,high_reward_ablation,3,1.0,0.01777963467960341,push-v3,high_reward_ablation
metaworld,19,2,0.0,1.0,0.95,1.0,False,4.8409740924835205,5.2399177012303975,high_reward_ablation,3,1.0,0.02037450213089733,push-v3,high_reward_ablation
metaworld,0,3,0.0,0.05,0.0,0.0,True,-6.3119591711879,6.312036127278169,expert_calibrated,3,1.0,0.008392664938512507,push-v3,small_pilot_labels
metaworld,1,3,0.0,0.1,0.05,0.0,False,-6.176432572511736,6.1764935237568155,expert_calibrated,3,1.0,0.008292344635153258,push-v3,small_pilot_labels
metaworld,2,3,0.0,0.15,0.1,0.0,False,-6.1387497033349945,6.138770489229298,expert_calibrated,3,1.0,0.008458262716537589,push-v3,small_pilot_labels
metaworld,3,3,0.0,0.2,0.15,0.0,False,-6.0661432211353485,6.06606126056835,expert_calibrated,3,1.0,0.00935831817551205,push-v3,small_pilot_labels
metaworld,4,3,0.0,0.25,0.2,0.0,False,-6.046676736867757,6.0466918941546455,expert_calibrated,3,1.0,0.00979890577800793,push-v3,small_pilot_labels
metaworld,5,3,0.0,0.3,0.25,0.0,False,-6.033302073030375,6.033316082088973,expert_calibrated,3,1.0,0.008982551425960236,push-v3,small_pilot_labels
metaworld,6,3,0.0,0.35,0.3,0.0,False,-5.951068454634254,5.951045922738705,expert_calibrated,3,1.0,0.009234502531221803,push-v3,small_pilot_labels
